employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100639,94.0,52.0,DC,Dominant-Conscientious,INFP,138.0,27.0,1.0
EMP100640,80.0,47.0,DI,Dominant-Influencer,ESTJ,135.0,23.0,8.0
EMP100641,37.0,100.0,IS,Influencer-Steadiness,enfp,,,10.0
EMP100642,31.0,67.0,SC,Steadiness-Conscientious,ENFJ,106.0,39.0,5.0
EMP100643,87.0,45.0,ID,Influencer-Dominant,ISFJ,135.0,18.0,1.0
EMP100644,49.0,87.0,DI,Dominant-Influencer,ESFJ,98.0,36.0,7.0
EMP100645,37.0,66.0,SI,Steadiness-Influencer,ISFP,82.0,37.0,1.0
EMP100646,67.0,29.0,DC,Dominant-Conscientious,INFJ,126.0,37.0,10.0
EMP100647,69.0,93.0,CD,Conscientious-Dominant,ISTJ,117.0,17.0,3.0
EMP100648,88.0,44.0,,Steadiness-Influencer,,,,6.0
EMP100649,24.0,80.0,ID,Influencer-Dominant,ISFJ,99.0,26.0,7.0
EMP100650,85.0,79.0,DI,Dominant-Influencer,ESTP,,,6.0
EMP100651,56.0,79.0,SC,Steadiness-Conscientious,ESTP,117.0,28.0,10.0
EMP100652,60.0,64.0,DS,Dominant-Steadiness,INTJ,122.0,22.0,2.0
EMP100653,58.0,72.0,DS,Dominant-Steadiness,ISTJ,111.0,26.0,2.0
EMP100654,44.0,28.0,CD,Conscientious-Dominant,ESTP,,15.0,1.0
EMP100655,53.0,69.0,,Dominant-Conscientious,ENFJ,,,9.0
EMP100656,76.0,61.0,IS,Influencer-Steadiness,INFJ,96.0,22.0,6.0
EMP100657,54.0,66.0,IS,Influencer-Steadiness,ISFJ,84.0,27.0,7.0
EMP100658,45.0,84.0,SD,Steadiness-Dominant,ESFP,109.0,28.0,5.0
EMP100659,34.0,74.0,IC,Influencer-Conscientious,ISFJ,133.0,33.0,10.0
EMP100660,58.0,37.0,ID,Influencer-Dominant,ENFP,126.0,35.0,9.0
EMP100661,57.0,26.0,DC,Dominant-Conscientious,INFP,103.0,20.0,6.0
EMP100662,87.0,93.0,CI,Conscientious-Influencer,ENTP,119.0,33.0,6.0
EMP100663,23.0,52.0,IS,Influencer-Steadiness,ENTJ,123.0,32.0,8.0
EMP100664,59.0,24.0,SD,Steadiness-Dominant,ENFP,101.0,34.0,2.0
EMP100665,41.0,55.0,DS,Dominant-Steadiness,ESFP,102.0,30.0,8.0
EMP100666,48.0,26.0,SI,Steadiness-Influencer,ENFJ,118.0,24.0,4.0
EMP100667,83.0,50.0,IS,Influencer-Steadiness,ISTJ,93.0,19.0,3.0
EMP100668,43.0,23.0,SD,Steadiness-Dominant,ENTP,137.0,23.0,1.0
EMP100669,79.0,60.0,DI,Dominant-Influencer,ESFP,96.0,35.0,5.0
EMP100670,34.0,98.0,,Steadiness-Dominant,ISTP,,,5.0
EMP100671,54.0,91.0,CI,Conscientious-Influencer,ISTJ,111.0,29.0,3.0
EMP100672,89.0,61.0,CI,Conscientious-Influencer,ISFJ,114.0,31.0,9.0
EMP100673,50.0,37.0,SD,Steadiness-Dominant,INTJ,107.0,22.0,6.0
EMP100674,54.0,91.0,CI,Conscientious-Influencer,INTJ,,26.0,3.0
EMP100675,44.0,93.0,SC,Steadiness-Conscientious,ESTJ,134.0,25.0,4.0
EMP100676,73.0,95.0,SD,Steadiness-Dominant,ISFP,81.0,32.0,6.0
EMP100677,72.0,84.0,CD,Conscientious-Dominant,ISFJ,135.0,32.0,4.0
EMP100678,35.0,62.0,DC,Dominant-Conscientious,ENTP,,,9.0
EMP100679,62.0,86.0,CS,Conscientious-Steadiness,ENTJ,,31.0,9.0
EMP100680,82.0,99.0,SI,Steadiness-Influencer,ESTJ,106.0,28.0,2.0
EMP100681,41.0,28.0,ID,Influencer-Dominant,ISFJ,96.0,23.0,8.0
EMP100682,70.0,89.0,CS,Conscientious-Steadiness,ESTP,,27.0,3.0
EMP100683,88.0,45.0,CS,Conscientious-Steadiness,ESTJ,128.0,28.0,10.0
EMP100684,92.0,20.0,ID,Influencer-Dominant,ENTP,,,7.0
EMP100685,57.0,59.0,SC,Steadiness-Conscientious,,,,4.0
EMP100686,60.0,50.0,DC,Dominant-Conscientious,ESTJ,92.0,22.0,1.0
EMP100687,82.0,58.0,SC,Steadiness-Conscientious,ISFP,92.0,25.0,5.0
EMP100688,61.0,82.0,SD,Steadiness-Dominant,ESTJ,131.0,41.0,7.0
EMP100689,23.0,74.0,CD,Conscientious-Dominant,ESTJ,138.0,19.0,10.0
EMP100690,85.0,77.0,CD,Conscientious-Dominant,ENTJ,,24.0,10.0
EMP100691,85.0,38.0,SC,Steadiness-Conscientious,INTP,,,2.0
EMP100692,40.0,35.0,SI,Steadiness-Influencer,INFP,136.0,32.0,5.0
EMP100693,49.0,38.0,CS,Conscientious-Steadiness,ENFP,130.0,22.0,3.0
EMP100694,97.0,60.0,CI,Conscientious-Influencer,ESTP,116.0,43.0,2.0
EMP100695,50.0,21.0,CS,Conscientious-Steadiness,ESFJ,86.0,26.0,10.0
EMP100696,57.0,72.0,IC,Influencer-Conscientious,ISFJ,,,2.0
EMP100697,21.0,99.0,DI,Dominant-Influencer,ESFP,134.0,32.0,5.0
EMP100698,33.0,57.0,IS,Influencer-Steadiness,,125.0,23.0,1.0
EMP100699,29.0,58.0,IC,Influencer-Conscientious,INFJ,123.0,32.0,6.0
EMP100700,30.0,45.0,CD,Conscientious-Dominant,ENFP,94.0,15.0,6.0
EMP100701,33.0,59.0,SC,Steadiness-Conscientious,ENFP,132.0,23.0,3.0
EMP100702,84.0,68.0,IC,Influencer-Conscientious,ESFJ,80.0,27.0,3.0
EMP100703,24.0,67.0,DC,Dominant-Conscientious,ENFP,,22.0,8.0
EMP100704,61.0,95.0,CD,Conscientious-Dominant,ISFP,127.0,27.0,2.0
EMP100705,53.0,91.0,DC,Dominant-Conscientious,ENFP,115.0,22.0,5.0
EMP100706,98.0,92.0,DS,Dominant-Steadiness,ISTP,107.0,28.0,7.0
EMP100707,64.0,86.0,,Conscientious-Dominant,INTP,105.0,27.0,7.0
EMP100708,95.0,67.0,CS,Conscientious-Steadiness,ENTJ,92.0,22.0,6.0
EMP100709,72.0,20.0,SC,Steadiness-Conscientious,ISFJ,121.0,33.0,1.0
EMP100710,89.0,97.0,DI,Dominant-Influencer,ESTP,80.0,22.0,3.0
EMP100711,91.0,73.0,SC,Steadiness-Conscientious,ENTJ,133.0,32.0,1.0
EMP100712,75.0,38.0,SI,Steadiness-Influencer,ESFP,,,8.0
EMP100713,70.0,67.0,SC,Steadiness-Conscientious,ISTP,88.0,23.0,5.0
EMP100714,76.0,72.0,ID,Influencer-Dominant,ISTJ,119.0,23.0,3.0
EMP100715,32.0,30.0,CI,Conscientious-Influencer,INFP,84.0,26.0,10.0
EMP100716,56.0,50.0,CI,Conscientious-Influencer,ENTP,,,8.0
EMP100717,92.0,33.0,CI,Conscientious-Influencer,INTJ,86.0,41.0,8.0
EMP100718,39.0,95.0,CD,Conscientious-Dominant,ESTJ,104.0,34.0,1.0
EMP100719,71.0,29.0,CS,Conscientious-Steadiness,INTP,,,3.0
EMP100720,32.0,63.0,SD,Steadiness-Dominant,ISFJ,107.0,28.0,5.0
EMP100721,85.0,21.0,CS,Conscientious-Steadiness,enfp,,,7.0
EMP100722,42.0,99.0,CD,Conscientious-Dominant,,126.0,29.0,10.0
EMP100723,62.0,32.0,SD,Steadiness-Dominant,ISTP,89.0,34.0,1.0
EMP100724,90.0,62.0,SI,Steadiness-Influencer,ESTJ,117.0,26.0,7.0
EMP100725,71.0,65.0,IS,Influencer-Steadiness,,,,3.0
EMP100726,23.0,44.0,CD,Conscientious-Dominant,INTP,105.0,27.0,6.0
EMP100727,54.0,38.0,IS,Influencer-Steadiness,ENFJ,110.0,19.0,6.0
EMP100728,89.0,28.0,IS,Influencer-Steadiness,ENTP,103.0,17.0,7.0
EMP100729,31.0,97.0,DC,Dominant-Conscientious,ESTJ,,29.0,5.0
EMP100730,78.0,64.0,SI,Steadiness-Influencer,INFP,94.0,24.0,1.0
EMP100731,58.0,80.0,CD,Conscientious-Dominant,ESTP,102.0,20.0,5.0
EMP100732,48.0,84.0,CD,Conscientious-Dominant,ENTJ,121.0,24.0,9.0
EMP100733,83.0,23.0,SD,Steadiness-Dominant,ESTP,116.0,26.0,2.0
EMP100734,93.0,52.0,SC,Steadiness-Conscientious,ENFJ,94.0,18.0,10.0
EMP100735,49.0,80.0,CS,Conscientious-Steadiness,ESTP,136.0,21.0,7.0
EMP100736,56.0,30.0,ID,Influencer-Dominant,ISFP,120.0,26.0,7.0
EMP100737,84.0,47.0,CD,Conscientious-Dominant,ESFP,,,8.0
EMP100738,73.0,85.0,SI,Steadiness-Influencer,INFP,140.0,29.0,10.0
EMP100739,78.0,72.0,ID,Influencer-Dominant,ESTP,,29.0,3.0
EMP100740,46.0,20.0,IS,Influencer-Steadiness,ISTP,135.0,29.0,7.0
EMP100741,71.0,71.0,SI,Steadiness-Influencer,ESFP,82.0,32.0,7.0
EMP100742,32.0,89.0,,Conscientious-Dominant,INFP,129.0,31.0,8.0
EMP100743,20.0,29.0,CS,Conscientious-Steadiness,ISFP,120.0,33.0,2.0
EMP100744,52.0,94.0,SD,Steadiness-Dominant,ESFJ,109.0,32.0,3.0
EMP100745,29.0,33.0,SI,Steadiness-Influencer,INFJ,122.0,26.0,7.0
EMP100746,97.0,37.0,SD,Steadiness-Dominant,ISTJ,133.0,23.0,7.0
EMP100747,85.0,75.0,SD,Steadiness-Dominant,ISFJ,100.0,25.0,10.0
EMP100748,65.0,91.0,ID,Influencer-Dominant,ESFP,,,6.0
EMP100749,73.0,56.0,,Conscientious-Dominant,ENFP,100.0,35.0,1.0
EMP100750,90.0,36.0,IC,Influencer-Conscientious,,98.0,35.0,8.0
EMP100751,42.0,41.0,CS,Conscientious-Steadiness,ESTJ,122.0,42.0,3.0
EMP100752,60.0,38.0,DS,Dominant-Steadiness,ENTJ,81.0,41.0,8.0
EMP100753,35.0,73.0,CS,Conscientious-Steadiness,ISTP,121.0,28.0,7.0
EMP100754,84.0,78.0,SC,Steadiness-Conscientious,ENFP,87.0,22.0,3.0
EMP100755,21.0,29.0,IS,Influencer-Steadiness,ESFJ,97.0,23.0,10.0
EMP100756,42.0,22.0,SC,Steadiness-Conscientious,ENTP,114.0,15.0,9.0
EMP100757,30.0,44.0,DC,Dominant-Conscientious,ENFJ,130.0,29.0,6.0
EMP100758,93.0,56.0,SC,Steadiness-Conscientious,INTJ,97.0,19.0,4.0
EMP100759,67.0,41.0,DS,Dominant-Steadiness,,128.0,25.0,5.0
EMP100760,54.0,36.0,DI,Dominant-Influencer,ESTP,112.0,29.0,8.0
EMP100761,63.0,58.0,DC,Dominant-Conscientious,ISFP,94.0,27.0,4.0
EMP100762,70.0,54.0,CI,Conscientious-Influencer,ENFJ,90.0,25.0,9.0
EMP100763,23.0,85.0,,Influencer-Steadiness,ENFJ,135.0,34.0,5.0
EMP100764,77.0,86.0,SI,Steadiness-Influencer,ISTP,110.0,18.0,3.0
EMP100765,32.0,75.0,IC,Influencer-Conscientious,INTJ,100.0,27.0,8.0
EMP100766,87.0,64.0,CS,Conscientious-Steadiness,INTP,120.0,36.0,7.0
EMP100767,78.0,54.0,CD,Conscientious-Dominant,ENTJ,,35.0,9.0
EMP100768,93.0,21.0,IS,Influencer-Steadiness,ESFJ,129.0,33.0,6.0
EMP100769,90.0,21.0,SC,Steadiness-Conscientious,Istp,80.0,35.0,10.0
EMP100770,98.0,59.0,CS,Conscientious-Steadiness,ESTP,,29.0,7.0
EMP100771,66.0,79.0,CS,Conscientious-Steadiness,ESTP,,,1.0
EMP100772,84.0,41.0,IS,Influencer-Steadiness,ISFJ,88.0,29.0,10.0
EMP100773,68.0,37.0,DI,Dominant-Influencer,ESTJ,130.0,23.0,10.0
EMP100774,79.0,53.0,SI,Steadiness-Influencer,ESTJ,83.0,29.0,2.0
EMP100775,55.0,85.0,CI,Conscientious-Influencer,ENTP,104.0,29.0,6.0
EMP100776,21.0,54.0,,Influencer-Dominant,INFP,139.0,38.0,10.0
EMP100777,27.0,72.0,DS,Dominant-Steadiness,ISFJ,113.0,24.0,6.0
EMP100778,32.0,39.0,IC,Influencer-Conscientious,ENTJ,,25.0,1.0
EMP100779,82.0,77.0,DI,Dominant-Influencer,ENFP,104.0,21.0,5.0
EMP100780,99.0,50.0,,Steadiness-Dominant,INFP,118.0,31.0,2.0
EMP100781,53.0,44.0,IS,Influencer-Steadiness,ESFJ,131.0,26.0,4.0
EMP100782,89.0,61.0,DS,Dominant-Steadiness,ESTJ,,,1.0
EMP100783,91.0,44.0,DC,Dominant-Conscientious,ESFP,128.0,32.0,1.0
EMP100784,73.0,33.0,DS,Dominant-Steadiness,ENFP,101.0,31.0,4.0
EMP100785,53.0,69.0,SC,Steadiness-Conscientious,ISTP,96.0,34.0,10.0
EMP100786,37.0,82.0,SD,Steadiness-Dominant,inftj,88.0,22.0,6.0
EMP100787,22.0,69.0,DI,Dominant-Influencer,ENTP,101.0,41.0,8.0
EMP100788,82.0,71.0,IC,Influencer-Conscientious,INFJ,139.0,31.0,2.0
EMP100789,70.0,44.0,,Influencer-Steadiness,ESFP,125.0,31.0,1.0
EMP100790,35.0,62.0,SD,Steadiness-Dominant,ENFP,126.0,26.0,10.0
EMP100791,40.0,38.0,SC,Steadiness-Conscientious,ISTP,126.0,19.0,8.0
EMP100792,64.0,79.0,IC,Influencer-Conscientious,ENTJ,117.0,17.0,6.0
EMP100793,63.0,32.0,IS,Influencer-Steadiness,INTP,133.0,17.0,1.0
EMP100794,85.0,81.0,SI,Steadiness-Influencer,ENFJ,,20.0,7.0
EMP100795,31.0,60.0,,Influencer-Dominant,ESTJ,126.0,27.0,3.0
EMP100796,66.0,77.0,CS,Conscientious-Steadiness,INTJ,95.0,31.0,7.0
EMP100797,22.0,91.0,SC,Steadiness-Conscientious,ESFJ,122.0,19.0,4.0
EMP100798,86.0,81.0,ID,Influencer-Dominant,INFP,132.0,28.0,5.0
EMP100799,49.0,58.0,IS,Influencer-Steadiness,ISFJ,128.0,28.0,8.0
EMP100800,93.0,68.0,DI,Dominant-Influencer,ENTJ,86.0,30.0,9.0
EMP100801,89.0,26.0,IC,Influencer-Conscientious,INFP,110.0,28.0,7.0
EMP100802,80.0,58.0,SC,Steadiness-Conscientious,ISTP,112.0,27.0,4.0
EMP100803,100.0,25.0,SC,Steadiness-Conscientious,enfp,136.0,30.0,10.0
EMP100804,73.0,74.0,SI,Steadiness-Influencer,INTJ,,,1.0
EMP100805,22.0,76.0,DS,Dominant-Steadiness,ENFP,126.0,22.0,6.0
EMP100806,68.0,47.0,IS,Influencer-Steadiness,INFP,83.0,24.0,2.0
EMP100807,28.0,40.0,IC,Influencer-Conscientious,ENTJ,,,9.0
EMP100808,78.0,43.0,DC,Dominant-Conscientious,INTP,107.0,27.0,6.0
EMP100809,44.0,46.0,SI,Steadiness-Influencer,INTP,95.0,15.0,1.0
EMP100810,81.0,99.0,ID,Influencer-Dominant,ESFJ,,,8.0
EMP100811,50.0,70.0,IC,Influencer-Conscientious,,113.0,36.0,6.0
EMP100812,82.0,33.0,CS,Conscientious-Steadiness,INFP,110.0,26.0,3.0
EMP100813,66.0,80.0,SI,Steadiness-Influencer,INFJ,80.0,25.0,3.0
EMP100814,84.0,66.0,,Conscientious-Steadiness,ENTP,94.0,38.0,5.0
EMP100815,60.0,69.0,IS,Influencer-Steadiness,ENTJ,135.0,26.0,9.0
EMP100816,56.0,64.0,CI,Conscientious-Influencer,ISTJ,,,5.0
EMP100817,85.0,21.0,SI,Steadiness-Influencer,ISFJ,140.0,19.0,6.0
EMP100818,83.0,61.0,CS,Conscientious-Steadiness,INTP,124.0,29.0,1.0
EMP100819,29.0,87.0,IC,Influencer-Conscientious,,103.0,25.0,10.0
EMP100820,83.0,63.0,SI,Steadiness-Influencer,ENFP,98.0,14.0,7.0
EMP100821,69.0,59.0,ID,Influencer-Dominant,INFJ,132.0,36.0,2.0
EMP100822,50.0,46.0,SD,Steadiness-Dominant,ESTP,95.0,28.0,6.0
EMP100823,43.0,97.0,DI,Dominant-Influencer,ESTP,123.0,23.0,1.0
EMP100824,27.0,31.0,DI,Dominant-Influencer,ESFP,127.0,30.0,8.0
EMP100825,69.0,99.0,CI,Conscientious-Influencer,INTJ,135.0,34.0,8.0
EMP100826,93.0,67.0,ID,Influencer-Dominant,INTP,125.0,25.0,1.0
EMP100827,35.0,79.0,DC,Dominant-Conscientious,ESFP,118.0,13.0,4.0
EMP100828,55.0,37.0,IS,Influencer-Steadiness,INFJ,92.0,37.0,3.0
EMP100829,93.0,41.0,DS,Dominant-Steadiness,INTP,109.0,31.0,2.0
EMP100830,36.0,87.0,DI,Dominant-Influencer,ISFJ,132.0,20.0,8.0
EMP100831,66.0,46.0,CS,Conscientious-Steadiness,INFJ,96.0,35.0,8.0
EMP100832,83.0,59.0,CI,Conscientious-Influencer,ESTP,,,3.0
EMP100833,52.0,52.0,CS,Conscientious-Steadiness,ENTJ,104.0,27.0,9.0
EMP100834,84.0,63.0,SD,Steadiness-Dominant,ESTJ,107.0,31.0,10.0
EMP100835,89.0,45.0,,Influencer-Conscientious,ISTJ,,27.0,6.0
EMP100836,60.0,96.0,SC,Steadiness-Conscientious,ENFJ,105.0,15.0,10.0
EMP100837,47.0,45.0,,Conscientious-Dominant,ISFP,126.0,28.0,8.0
EMP100838,73.0,87.0,SD,Steadiness-Dominant,ESFJ,135.0,35.0,8.0
EMP100839,63.0,21.0,CS,Conscientious-Steadiness,ESFP,125.0,35.0,7.0
EMP100840,20.0,69.0,ID,Influencer-Dominant,ENTP,,,6.0
EMP100841,73.0,92.0,DI,Dominant-Influencer,ISFP,96.0,25.0,4.0
EMP100842,56.0,89.0,SC,Steadiness-Conscientious,ENTJ,136.0,26.0,10.0
EMP100843,65.0,30.0,,Conscientious-Dominant,ESTJ,122.0,31.0,3.0
EMP100844,89.0,27.0,CS,Conscientious-Steadiness,ENFP,94.0,31.0,8.0
EMP100845,39.0,58.0,SC,Steadiness-Conscientious,INFP,,,10.0
EMP100846,87.0,29.0,CS,Conscientious-Steadiness,ISTJ,108.0,41.0,3.0
EMP100847,77.0,77.0,SI,Steadiness-Influencer,ENFJ,106.0,21.0,7.0
EMP100848,33.0,20.0,SC,Steadiness-Conscientious,INTP,108.0,14.0,6.0
EMP100849,35.0,69.0,DS,Dominant-Steadiness,ESFP,98.0,23.0,10.0
EMP100850,34.0,57.0,SC,Steadiness-Conscientious,ISFP,,,1.0
EMP100851,95.0,45.0,ID,Influencer-Dominant,ESTP,137.0,21.0,1.0
EMP100852,83.0,25.0,CD,Conscientious-Dominant,ISTP,115.0,35.0,8.0
EMP100853,79.0,59.0,SI,Steadiness-Influencer,ISTP,89.0,29.0,7.0
EMP100854,23.0,46.0,SC,Steadiness-Conscientious,ESFP,126.0,21.0,2.0
EMP100855,45.0,28.0,DI,Dominant-Influencer,ISFP,128.0,16.0,1.0
EMP100856,58.0,55.0,,Steadiness-Influencer,ISFP,94.0,23.0,3.0
EMP100857,73.0,44.0,SC,Steadiness-Conscientious,INTJ,136.0,46.0,4.0
EMP100858,77.0,49.0,ID,Influencer-Dominant,ENFP,135.0,32.0,9.0
EMP100859,65.0,98.0,ID,Influencer-Dominant,ESTP,,,1.0
EMP100860,56.0,25.0,DI,Dominant-Influencer,ENFJ,135.0,25.0,6.0
EMP100861,32.0,26.0,SD,Steadiness-Dominant,ISFJ,92.0,27.0,10.0
EMP100862,21.0,36.0,SI,Steadiness-Influencer,ISFP,106.0,35.0,2.0
EMP100863,22.0,48.0,IC,Influencer-Conscientious,ISTJ,89.0,18.0,6.0
EMP100864,54.0,81.0,CD,Conscientious-Dominant,ISTJ,133.0,22.0,9.0
EMP100865,79.0,66.0,DS,Dominant-Steadiness,ESFJ,122.0,25.0,8.0
EMP100866,34.0,90.0,SC,Steadiness-Conscientious,ISTP,132.0,26.0,7.0
EMP100867,72.0,70.0,CI,Conscientious-Influencer,INTP,84.0,28.0,10.0
EMP100868,92.0,88.0,SD,Steadiness-Dominant,ESTP,117.0,20.0,10.0
EMP100869,93.0,51.0,SC,Steadiness-Conscientious,ESFJ,130.0,28.0,7.0
EMP100870,28.0,35.0,CD,Conscientious-Dominant,ISTJ,97.0,25.0,2.0
EMP100871,85.0,89.0,SC,Steadiness-Conscientious,ESFJ,116.0,20.0,7.0
EMP100872,42.0,24.0,ID,Influencer-Dominant,ENFP,101.0,32.0,8.0
EMP100873,38.0,26.0,,Dominant-Steadiness,ISFP,,,7.0
EMP100874,54.0,53.0,CS,Conscientious-Steadiness,INFP,,,2.0
EMP100875,37.0,96.0,CD,Conscientious-Dominant,ENTP,125.0,35.0,10.0
EMP100876,75.0,27.0,IS,Influencer-Steadiness,ISFP,90.0,21.0,4.0
EMP100877,61.0,28.0,CI,Conscientious-Influencer,INFJ,,,4.0
EMP100878,60.0,92.0,CS,Conscientious-Steadiness,,83.0,25.0,6.0
EMP100879,38.0,56.0,SC,Steadiness-Conscientious,ENTP,116.0,17.0,9.0
EMP100880,55.0,67.0,SI,Steadiness-Influencer,,92.0,36.0,5.0
EMP100881,79.0,71.0,DC,Dominant-Conscientious,ISTP,89.0,30.0,8.0
EMP100882,83.0,39.0,ID,Influencer-Dominant,ISTJ,,29.0,4.0
EMP100883,35.0,24.0,CS,Conscientious-Steadiness,ESFJ,,,9.0
EMP100884,48.0,76.0,DC,Dominant-Conscientious,ISTJ,124.0,30.0,10.0
EMP100885,100.0,42.0,CD,Conscientious-Dominant,ENTJ,100.0,40.0,9.0
EMP100886,74.0,44.0,CD,Conscientious-Dominant,INFJ,112.0,24.0,1.0
EMP100887,95.0,78.0,CI,Conscientious-Influencer,INFJ,,,5.0
EMP100888,34.0,62.0,SI,Steadiness-Influencer,ENTJ,112.0,40.0,2.0
EMP100889,64.0,30.0,SC,Steadiness-Conscientious,ENFP,102.0,19.0,8.0
EMP100890,31.0,24.0,DI,Dominant-Influencer,ISFJ,126.0,25.0,2.0
EMP100891,77.0,34.0,CI,Conscientious-Influencer,ESTP,94.0,29.0,1.0
EMP100892,98.0,68.0,CS,Conscientious-Steadiness,ENTJ,113.0,26.0,5.0
EMP100893,91.0,79.0,IS,Influencer-Steadiness,ESFP,,27.0,4.0
EMP100894,44.0,37.0,CS,Conscientious-Steadiness,ENTP,137.0,22.0,7.0
EMP100895,62.0,76.0,DC,Dominant-Conscientious,INFP,84.0,29.0,3.0
EMP100896,38.0,79.0,CD,Conscientious-Dominant,ENTP,82.0,24.0,8.0
EMP100897,20.0,76.0,CS,Conscientious-Steadiness,,98.0,26.0,3.0
EMP100898,100.0,57.0,DC,Dominant-Conscientious,ENFJ,103.0,31.0,3.0
EMP100899,90.0,27.0,DC,Dominant-Conscientious,ISTP,112.0,35.0,4.0
EMP100900,84.0,48.0,CS,Conscientious-Steadiness,ISFP,91.0,30.0,6.0
EMP100901,50.0,85.0,ID,Influencer-Dominant,ENTJ,83.0,26.0,4.0
EMP100902,34.0,61.0,IC,Influencer-Conscientious,ENTP,129.0,25.0,10.0
EMP100903,91.0,88.0,DC,Dominant-Conscientious,INTP,115.0,32.0,5.0
EMP100904,75.0,28.0,IS,Influencer-Steadiness,INFP,126.0,30.0,6.0
EMP100905,43.0,32.0,SD,Steadiness-Dominant,ISTP,125.0,40.0,5.0
EMP100906,89.0,91.0,ID,Influencer-Dominant,ESFP,,,4.0
EMP100907,64.0,69.0,DC,Dominant-Conscientious,ESFJ,,,2.0
EMP100908,54.0,45.0,,Conscientious-Steadiness,ESTJ,,,6.0
EMP100909,35.0,55.0,CD,Conscientious-Dominant,,,,6.0
EMP100910,45.0,84.0,CI,Conscientious-Influencer,INTP,111.0,39.0,3.0
EMP100911,67.0,40.0,CI,Conscientious-Influencer,ENTJ,87.0,28.0,5.0
EMP100912,96.0,62.0,CS,Conscientious-Steadiness,,101.0,23.0,4.0
EMP100913,63.0,68.0,ID,Influencer-Dominant,,,29.0,1.0
EMP100914,95.0,38.0,CI,Conscientious-Influencer,ESFJ,115.0,30.0,1.0
EMP100915,53.0,92.0,DC,Dominant-Conscientious,ESFP,,26.0,5.0
EMP100916,70.0,65.0,DI,Dominant-Influencer,INFJ,95.0,29.0,6.0
EMP100917,72.0,27.0,DS,Dominant-Steadiness,ESTJ,85.0,25.0,3.0
EMP100918,94.0,53.0,IS,Influencer-Steadiness,ESTJ,137.0,28.0,5.0
EMP100919,69.0,89.0,ID,Influencer-Dominant,ENFJ,140.0,26.0,5.0
EMP100920,21.0,70.0,DS,Dominant-Steadiness,ENTJ,135.0,26.0,8.0
EMP100921,85.0,26.0,,Conscientious-Steadiness,ISFP,,,7.0
EMP100922,65.0,66.0,SC,Steadiness-Conscientious,ISFP,121.0,31.0,9.0
EMP100923,30.0,82.0,CD,Conscientious-Dominant,ENFJ,132.0,18.0,10.0
EMP100924,66.0,69.0,CD,Conscientious-Dominant,ENFJ,101.0,36.0,6.0
EMP100925,20.0,72.0,SD,Steadiness-Dominant,ESTP,134.0,30.0,8.0
EMP100926,32.0,73.0,DS,Dominant-Steadiness,ISFP,122.0,19.0,6.0
EMP100927,86.0,70.0,,Dominant-Influencer,ENFJ,139.0,38.0,9.0
EMP100928,34.0,33.0,,Conscientious-Influencer,ENFP,88.0,30.0,6.0
EMP100929,71.0,71.0,IC,Influencer-Conscientious,ISTJ,135.0,23.0,6.0
EMP100930,66.0,22.0,SI,Steadiness-Influencer,ESFJ,,,2.0
EMP100931,33.0,29.0,SC,Steadiness-Conscientious,ISFJ,,,7.0
EMP100932,41.0,72.0,CD,Conscientious-Dominant,INFP,,19.0,3.0
EMP100933,100.0,22.0,CI,Conscientious-Influencer,ESTP,101.0,28.0,3.0
EMP100934,33.0,39.0,SI,Steadiness-Influencer,ISFJ,,,10.0
EMP100935,62.0,94.0,CD,Conscientious-Dominant,,140.0,31.0,8.0
EMP100936,92.0,55.0,DI,Dominant-Influencer,ENFJ,,,2.0
EMP100937,77.0,87.0,SI,Steadiness-Influencer,ENFJ,,,2.0
EMP100938,62.0,64.0,CI,Conscientious-Influencer,ENFJ,,27.0,7.0
EMP100939,57.0,31.0,IS,Influencer-Steadiness,ENFP,94.0,30.0,1.0
EMP100940,45.0,49.0,DS,Dominant-Steadiness,ESTJ,82.0,27.0,5.0
EMP100941,96.0,47.0,IC,Influencer-Conscientious,ENTJ,,,6.0
EMP100942,30.0,97.0,SC,Steadiness-Conscientious,ISFP,99.0,25.0,7.0
EMP100943,38.0,73.0,SI,Steadiness-Influencer,ESTP,107.0,42.0,2.0
EMP100944,86.0,91.0,CS,Conscientious-Steadiness,,126.0,26.0,2.0
EMP100945,75.0,23.0,ID,Influencer-Dominant,,111.0,30.0,10.0
EMP100946,64.0,57.0,IC,Influencer-Conscientious,ISTP,,,3.0
EMP100947,67.0,82.0,DS,Dominant-Steadiness,ENTP,89.0,33.0,9.0
EMP100948,86.0,39.0,DI,Dominant-Influencer,ENTJ,,,7.0
EMP100949,44.0,65.0,DS,Dominant-Steadiness,ISTP,139.0,37.0,4.0
EMP100950,46.0,57.0,DS,Dominant-Steadiness,ENFP,108.0,40.0,5.0
EMP100951,87.0,73.0,IS,Influencer-Steadiness,ISFP,140.0,26.0,8.0
EMP100952,41.0,63.0,CI,Conscientious-Influencer,ESTP,80.0,26.0,1.0
EMP100953,95.0,95.0,CD,Conscientious-Dominant,INFP,,43.0,3.0
EMP100954,45.0,41.0,SD,Steadiness-Dominant,ESTJ,90.0,17.0,10.0
EMP100955,89.0,47.0,DS,Dominant-Steadiness,ISFP,118.0,32.0,8.0
EMP100956,22.0,80.0,IC,Influencer-Conscientious,ISFJ,120.0,16.0,6.0
