employee_id,scale_code,score
EMP101599,Papi_X,2.0
EMP101600,Papi_X,4.0
EMP101601,Papi_X,2.0
EMP101602,Papi_X,3.0
EMP101603,Papi_X,4.0
EMP101604,Papi_X,1.0
EMP101605,Papi_X,1.0
EMP101606,Papi_X,7.0
EMP101607,Papi_X,1.0
EMP101608,Papi_X,4.0
EMP101609,Papi_X,2.0
EMP101610,Papi_X,3.0
EMP101611,Papi_X,5.0
EMP101612,Papi_X,2.0
EMP101613,Papi_X,6.0
EMP101614,Papi_X,7.0
EMP101615,Papi_X,1.0
EMP101616,Papi_X,5.0
EMP101617,Papi_X,
EMP101618,Papi_X,8.0
EMP101619,Papi_X,5.0
EMP101620,Papi_X,6.0
EMP101621,Papi_X,3.0
EMP101622,Papi_X,2.0
EMP101623,Papi_X,3.0
EMP101624,Papi_X,1.0
EMP101625,Papi_X,3.0
EMP101626,Papi_X,2.0
EMP101627,Papi_X,8.0
EMP101628,Papi_X,4.0
EMP101629,Papi_X,1.0
EMP101630,Papi_X,7.0
EMP101631,Papi_X,6.0
EMP101632,Papi_X,2.0
EMP101633,Papi_X,8.0
EMP101634,Papi_X,3.0
EMP101635,Papi_X,1.0
EMP101636,Papi_X,
EMP101637,Papi_X,5.0
EMP101638,Papi_X,1.0
EMP101639,Papi_X,8.0
EMP101640,Papi_X,2.0
EMP101641,Papi_X,8.0
EMP101642,Papi_X,3.0
EMP101643,Papi_X,1.0
EMP101644,Papi_X,1.0
EMP101645,Papi_X,1.0
EMP101646,Papi_X,5.0
EMP101647,Papi_X,4.0
EMP101648,Papi_X,1.0
EMP101649,Papi_X,8.0
EMP101650,Papi_X,3.0
EMP101651,Papi_X,5.0
EMP101652,Papi_X,7.0
EMP101653,Papi_X,2.0
EMP101654,Papi_X,7.0
EMP101655,Papi_X,6.0
EMP101656,Papi_X,7.0
EMP101657,Papi_X,8.0
EMP101658,Papi_X,
EMP101659,Papi_X,3.0
EMP101660,Papi_X,9.0
EMP101661,Papi_X,6.0
EMP101662,Papi_X,9.0
EMP101663,Papi_X,4.0
EMP101664,Papi_X,5.0
EMP101665,Papi_X,7.0
EMP101666,Papi_X,3.0
EMP101667,Papi_X,9.0
EMP101668,Papi_X,9.0
EMP101669,Papi_X,6.0
EMP101670,Papi_X,1.0
EMP101671,Papi_X,8.0
EMP101672,Papi_X,5.0
EMP101673,Papi_X,2.0
EMP101674,Papi_X,2.0
EMP101675,Papi_X,
EMP101676,Papi_X,1.0
EMP101677,Papi_X,1.0
EMP101678,Papi_X,3.0
EMP101679,Papi_X,7.0
EMP101680,Papi_X,5.0
EMP101681,Papi_X,3.0
EMP101682,Papi_X,6.0
EMP101683,Papi_X,4.0
EMP101684,Papi_X,6.0
EMP101685,Papi_X,2.0
EMP101686,Papi_X,4.0
EMP101687,Papi_X,2.0
EMP101688,Papi_X,1.0
EMP101689,Papi_X,1.0
EMP101690,Papi_X,3.0
EMP101691,Papi_X,7.0
EMP101692,Papi_X,5.0
EMP101693,Papi_X,8.0
EMP101694,Papi_X,
EMP101695,Papi_X,6.0
EMP101696,Papi_X,3.0
EMP101697,Papi_X,9.0
EMP101698,Papi_X,2.0
EMP101699,Papi_X,1.0
EMP101700,Papi_X,2.0
EMP101701,Papi_X,4.0
EMP101702,Papi_X,9.0
EMP101703,Papi_X,5.0
EMP101704,Papi_X,6.0
EMP101705,Papi_X,5.0
EMP101706,Papi_X,5.0
EMP101707,Papi_X,1.0
EMP101708,Papi_X,4.0
EMP101709,Papi_X,2.0
EMP101710,Papi_X,2.0
EMP101711,Papi_X,2.0
EMP101712,Papi_X,6.0
EMP101713,Papi_X,9.0
EMP101714,Papi_X,4.0
EMP101715,Papi_X,1.0
EMP101716,Papi_X,5.0
EMP101717,Papi_X,1.0
EMP101718,Papi_X,3.0
EMP101719,Papi_X,4.0
EMP101720,Papi_X,3.0
EMP101721,Papi_X,2.0
EMP101722,Papi_X,
EMP101723,Papi_X,4.0
EMP101724,Papi_X,
EMP101725,Papi_X,
EMP101726,Papi_X,
EMP101727,Papi_X,9.0
EMP101728,Papi_X,3.0
EMP101729,Papi_X,9.0
EMP101730,Papi_X,5.0
EMP101731,Papi_X,8.0
EMP101732,Papi_X,2.0
EMP101733,Papi_X,3.0
EMP101734,Papi_X,6.0
EMP101735,Papi_X,9.0
EMP101736,Papi_X,7.0
EMP101737,Papi_X,
EMP101738,Papi_X,4.0
EMP101739,Papi_X,7.0
EMP101740,Papi_X,5.0
EMP101741,Papi_X,5.0
EMP101742,Papi_X,8.0
EMP101743,Papi_X,9.0
EMP101744,Papi_X,8.0
EMP101745,Papi_X,8.0
EMP101746,Papi_X,8.0
EMP101747,Papi_X,
EMP101748,Papi_X,1.0
EMP101749,Papi_X,7.0
EMP101750,Papi_X,1.0
EMP101751,Papi_X,7.0
EMP101752,Papi_X,7.0
EMP101753,Papi_X,1.0
EMP101754,Papi_X,8.0
EMP101755,Papi_X,3.0
EMP101756,Papi_X,
EMP101757,Papi_X,8.0
EMP101758,Papi_X,2.0
EMP101759,Papi_X,9.0
EMP101760,Papi_X,8.0
EMP101761,Papi_X,4.0
EMP101762,Papi_X,1.0
EMP101763,Papi_X,3.0
EMP101764,Papi_X,1.0
EMP101765,Papi_X,2.0
EMP101766,Papi_X,2.0
EMP101767,Papi_X,5.0
EMP101768,Papi_X,1.0
EMP101769,Papi_X,6.0
EMP101770,Papi_X,2.0
EMP101771,Papi_X,9.0
EMP101772,Papi_X,3.0
EMP101773,Papi_X,6.0
EMP101774,Papi_X,2.0
EMP101775,Papi_X,7.0
EMP101776,Papi_X,2.0
EMP101777,Papi_X,
EMP101778,Papi_X,4.0
EMP101779,Papi_X,7.0
EMP101780,Papi_X,4.0
EMP101781,Papi_X,7.0
EMP101782,Papi_X,9.0
EMP101783,Papi_X,8.0
EMP101784,Papi_X,3.0
EMP101785,Papi_X,8.0
EMP101786,Papi_X,7.0
EMP101787,Papi_X,5.0
EMP101788,Papi_X,
EMP101789,Papi_X,
EMP101790,Papi_X,1.0
EMP101791,Papi_X,9.0
EMP101792,Papi_X,3.0
EMP101793,Papi_X,9.0
EMP101794,Papi_X,3.0
EMP101795,Papi_X,8.0
EMP101796,Papi_X,
EMP101797,Papi_X,7.0
EMP101798,Papi_X,4.0
EMP101799,Papi_X,9.0
EMP101800,Papi_X,8.0
EMP101801,Papi_X,4.0
EMP101802,Papi_X,6.0
EMP101803,Papi_X,6.0
EMP101804,Papi_X,1.0
EMP101805,Papi_X,1.0
EMP101806,Papi_X,2.0
EMP101807,Papi_X,1.0
EMP101808,Papi_X,1.0
EMP101809,Papi_X,9.0
EMP101810,Papi_X,8.0
EMP101811,Papi_X,8.0
EMP101812,Papi_X,4.0
EMP101813,Papi_X,1.0
EMP101814,Papi_X,8.0
EMP101815,Papi_X,1.0
EMP101816,Papi_X,9.0
EMP101817,Papi_X,7.0
EMP101818,Papi_X,3.0
EMP101819,Papi_X,1.0
EMP101820,Papi_X,1.0
EMP101821,Papi_X,9.0
EMP101822,Papi_X,6.0
EMP101823,Papi_X,5.0
EMP101824,Papi_X,8.0
EMP101825,Papi_X,9.0
EMP101826,Papi_X,1.0
EMP101827,Papi_X,9.0
EMP101828,Papi_X,9.0
EMP101829,Papi_X,1.0
EMP101830,Papi_X,4.0
EMP101831,Papi_X,7.0
EMP101832,Papi_X,
EMP101833,Papi_X,8.0
EMP101834,Papi_X,4.0
EMP101835,Papi_X,1.0
EMP101836,Papi_X,7.0
EMP101837,Papi_X,1.0
EMP101838,Papi_X,5.0
EMP101839,Papi_X,
EMP101840,Papi_X,7.0
EMP101841,Papi_X,7.0
EMP101842,Papi_X,9.0
EMP101843,Papi_X,6.0
EMP101844,Papi_X,3.0
EMP101845,Papi_X,
EMP101846,Papi_X,1.0
EMP101847,Papi_X,8.0
EMP101848,Papi_X,4.0
EMP101849,Papi_X,5.0
EMP101850,Papi_X,3.0
EMP101851,Papi_X,2.0
EMP101852,Papi_X,5.0
EMP101853,Papi_X,2.0
EMP101854,Papi_X,6.0
EMP101855,Papi_X,3.0
EMP101856,Papi_X,3.0
EMP101857,Papi_X,4.0
EMP101858,Papi_X,2.0
EMP101859,Papi_X,3.0
EMP101860,Papi_X,1.0
EMP101861,Papi_X,9.0
EMP101862,Papi_X,3.0
EMP101863,Papi_X,4.0
EMP101864,Papi_X,7.0
EMP101865,Papi_X,3.0
EMP101866,Papi_X,3.0
EMP101867,Papi_X,3.0
EMP101868,Papi_X,3.0
EMP101869,Papi_X,5.0
EMP101870,Papi_X,8.0
EMP101871,Papi_X,5.0
EMP101872,Papi_X,2.0
EMP101873,Papi_X,5.0
EMP101874,Papi_X,4.0
EMP101875,Papi_X,5.0
EMP101876,Papi_X,7.0
EMP101877,Papi_X,2.0
EMP101878,Papi_X,5.0
EMP101879,Papi_X,8.0
EMP101880,Papi_X,9.0
EMP101881,Papi_X,4.0
EMP101882,Papi_X,1.0
EMP101883,Papi_X,6.0
EMP101884,Papi_X,9.0
EMP101885,Papi_X,3.0
EMP101886,Papi_X,2.0
EMP101887,Papi_X,
EMP101888,Papi_X,
EMP101889,Papi_X,8.0
EMP101890,Papi_X,2.0
EMP101891,Papi_X,1.0
EMP101892,Papi_X,6.0
EMP101893,Papi_X,4.0
EMP101894,Papi_X,2.0
EMP101895,Papi_X,7.0
EMP101896,Papi_X,9.0
EMP101897,Papi_X,8.0
EMP101898,Papi_X,4.0
EMP101899,Papi_X,9.0
EMP101900,Papi_X,9.0
EMP101901,Papi_X,1.0
EMP101902,Papi_X,2.0
EMP101903,Papi_X,1.0
EMP101904,Papi_X,
EMP101905,Papi_X,5.0
EMP101906,Papi_X,9.0
EMP101907,Papi_X,2.0
EMP101908,Papi_X,
EMP101909,Papi_X,1.0
EMP101910,Papi_X,9.0
EMP101911,Papi_X,
EMP101912,Papi_X,1.0
EMP101913,Papi_X,8.0
EMP101914,Papi_X,9.0
EMP101915,Papi_X,4.0
EMP101916,Papi_X,8.0
EMP101917,Papi_X,8.0
EMP101918,Papi_X,9.0
EMP101919,Papi_X,8.0
EMP101920,Papi_X,7.0
EMP101921,Papi_X,1.0
EMP101922,Papi_X,4.0
EMP101923,Papi_X,3.0
EMP101924,Papi_X,4.0
EMP101925,Papi_X,3.0
EMP101926,Papi_X,
EMP101927,Papi_X,4.0
EMP101928,Papi_X,4.0
EMP101929,Papi_X,4.0
EMP101930,Papi_X,9.0
EMP101931,Papi_X,2.0
EMP101932,Papi_X,1.0
EMP101933,Papi_X,5.0
EMP101934,Papi_X,4.0
EMP101935,Papi_X,7.0
EMP101936,Papi_X,9.0
EMP101937,Papi_X,5.0
EMP101938,Papi_X,7.0
EMP101939,Papi_X,6.0
EMP101940,Papi_X,6.0
EMP101941,Papi_X,5.0
EMP101942,Papi_X,4.0
EMP101943,Papi_X,8.0
EMP101944,Papi_X,1.0
EMP101945,Papi_X,2.0
EMP101946,Papi_X,1.0
EMP101947,Papi_X,5.0
EMP101948,Papi_X,7.0
EMP101949,Papi_X,8.0
EMP101950,Papi_X,4.0
EMP101951,Papi_X,8.0
EMP101952,Papi_X,8.0
EMP101953,Papi_X,4.0
EMP101954,Papi_X,8.0
EMP101955,Papi_X,1.0
EMP101956,Papi_X,8.0
EMP101957,Papi_X,1.0
EMP101958,Papi_X,8.0
EMP101959,Papi_X,9.0
EMP101960,Papi_X,4.0
EMP101961,Papi_X,7.0
EMP101962,Papi_X,9.0
EMP101963,Papi_X,1.0
EMP101964,Papi_X,
EMP101965,Papi_X,1.0
EMP101966,Papi_X,5.0
EMP101967,Papi_X,9.0
EMP101968,Papi_X,7.0
EMP101969,Papi_X,3.0
EMP101970,Papi_X,2.0
EMP101971,Papi_X,7.0
EMP101972,Papi_X,7.0
EMP101973,Papi_X,7.0
EMP101974,Papi_X,3.0
EMP101975,Papi_X,3.0
EMP101976,Papi_X,3.0
EMP101977,Papi_X,4.0
EMP101978,Papi_X,1.0
EMP101979,Papi_X,5.0
EMP101980,Papi_X,3.0
EMP101981,Papi_X,1.0
EMP101982,Papi_X,9.0
EMP101983,Papi_X,7.0
EMP101984,Papi_X,7.0
EMP101985,Papi_X,7.0
EMP101986,Papi_X,9.0
EMP101987,Papi_X,8.0
EMP101988,Papi_X,8.0
EMP101989,Papi_X,5.0
EMP101990,Papi_X,2.0
EMP101991,Papi_X,2.0
EMP101992,Papi_X,4.0
EMP101993,Papi_X,4.0
EMP101994,Papi_X,2.0
EMP101995,Papi_X,8.0
EMP101996,Papi_X,5.0
EMP101997,Papi_X,4.0
EMP101998,Papi_X,2.0
EMP101999,Papi_X,8.0
DUP9129,Papi_X,6.0
DUP9015,Papi_X,8.0
DUP5237,Papi_X,7.0
DUP2722,Papi_X,3.0
DUP3015,Papi_X,5.0
DUP1942,Papi_X,3.0
DUP2096,Papi_X,8.0
DUP4177,Papi_X,3.0
DUP9801,Papi_X,9.0
DUP3452,Papi_X,6.0
EMP100000,Papi_S,9.0
EMP100001,Papi_S,3.0
EMP100002,Papi_S,3.0
EMP100003,Papi_S,1.0
EMP100004,Papi_S,2.0
EMP100005,Papi_S,8.0
EMP100006,Papi_S,4.0
EMP100007,Papi_S,3.0
EMP100008,Papi_S,7.0
EMP100009,Papi_S,
EMP100010,Papi_S,
EMP100011,Papi_S,7.0
EMP100012,Papi_S,5.0
EMP100013,Papi_S,3.0
EMP100014,Papi_S,
EMP100015,Papi_S,1.0
EMP100016,Papi_S,3.0
EMP100017,Papi_S,6.0
EMP100018,Papi_S,5.0
EMP100019,Papi_S,4.0
EMP100020,Papi_S,9.0
EMP100021,Papi_S,5.0
EMP100022,Papi_S,5.0
EMP100023,Papi_S,
EMP100024,Papi_S,8.0
EMP100025,Papi_S,1.0
EMP100026,Papi_S,7.0
EMP100027,Papi_S,1.0
EMP100028,Papi_S,3.0
EMP100029,Papi_S,7.0
EMP100030,Papi_S,4.0
EMP100031,Papi_S,6.0
EMP100032,Papi_S,6.0
EMP100033,Papi_S,7.0
EMP100034,Papi_S,8.0
EMP100035,Papi_S,4.0
EMP100036,Papi_S,9.0
EMP100037,Papi_S,1.0
EMP100038,Papi_S,5.0
EMP100039,Papi_S,
EMP100040,Papi_S,1.0
EMP100041,Papi_S,1.0
EMP100042,Papi_S,4.0
EMP100043,Papi_S,2.0
EMP100044,Papi_S,7.0
EMP100045,Papi_S,1.0
EMP100046,Papi_S,3.0
EMP100047,Papi_S,4.0
EMP100048,Papi_S,9.0
EMP100049,Papi_S,1.0
EMP100050,Papi_S,6.0
EMP100051,Papi_S,8.0
EMP100052,Papi_S,3.0
EMP100053,Papi_S,8.0
EMP100054,Papi_S,6.0
EMP100055,Papi_S,9.0
EMP100056,Papi_S,2.0
EMP100057,Papi_S,4.0
EMP100058,Papi_S,8.0
EMP100059,Papi_S,
EMP100060,Papi_S,6.0
EMP100061,Papi_S,7.0
EMP100062,Papi_S,
EMP100063,Papi_S,4.0
EMP100064,Papi_S,1.0
EMP100065,Papi_S,5.0
EMP100066,Papi_S,7.0
EMP100067,Papi_S,5.0
EMP100068,Papi_S,1.0
EMP100069,Papi_S,3.0
EMP100070,Papi_S,9.0
EMP100071,Papi_S,7.0
EMP100072,Papi_S,9.0
EMP100073,Papi_S,9.0
EMP100074,Papi_S,4.0
EMP100075,Papi_S,7.0
EMP100076,Papi_S,
EMP100077,Papi_S,7.0
EMP100078,Papi_S,8.0
EMP100079,Papi_S,5.0
EMP100080,Papi_S,3.0
EMP100081,Papi_S,2.0
EMP100082,Papi_S,2.0
EMP100083,Papi_S,
EMP100084,Papi_S,7.0
EMP100085,Papi_S,5.0
EMP100086,Papi_S,9.0
EMP100087,Papi_S,9.0
EMP100088,Papi_S,1.0
EMP100089,Papi_S,2.0
EMP100090,Papi_S,2.0
EMP100091,Papi_S,7.0
EMP100092,Papi_S,2.0
EMP100093,Papi_S,9.0
EMP100094,Papi_S,9.0
EMP100095,Papi_S,9.0
EMP100096,Papi_S,2.0
EMP100097,Papi_S,1.0
EMP100098,Papi_S,3.0
EMP100099,Papi_S,
EMP100100,Papi_S,
EMP100101,Papi_S,5.0
EMP100102,Papi_S,2.0
EMP100103,Papi_S,8.0
EMP100104,Papi_S,2.0
EMP100105,Papi_S,4.0
EMP100106,Papi_S,9.0
EMP100107,Papi_S,8.0
EMP100108,Papi_S,8.0
EMP100109,Papi_S,1.0
EMP100110,Papi_S,1.0
EMP100111,Papi_S,1.0
EMP100112,Papi_S,2.0
EMP100113,Papi_S,8.0
EMP100114,Papi_S,7.0
EMP100115,Papi_S,4.0
EMP100116,Papi_S,9.0
EMP100117,Papi_S,3.0
EMP100118,Papi_S,7.0
EMP100119,Papi_S,
EMP100120,Papi_S,2.0
EMP100121,Papi_S,4.0
EMP100122,Papi_S,3.0
EMP100123,Papi_S,8.0
EMP100124,Papi_S,8.0
EMP100125,Papi_S,4.0
EMP100126,Papi_S,5.0
EMP100127,Papi_S,1.0
EMP100128,Papi_S,
EMP100129,Papi_S,1.0
EMP100130,Papi_S,2.0
EMP100131,Papi_S,1.0
EMP100132,Papi_S,8.0
EMP100133,Papi_S,
EMP100134,Papi_S,9.0
EMP100135,Papi_S,8.0
EMP100136,Papi_S,5.0
EMP100137,Papi_S,9.0
EMP100138,Papi_S,4.0
EMP100139,Papi_S,8.0
EMP100140,Papi_S,7.0
EMP100141,Papi_S,1.0
EMP100142,Papi_S,3.0
EMP100143,Papi_S,9.0
EMP100144,Papi_S,3.0
EMP100145,Papi_S,9.0
EMP100146,Papi_S,9.0
EMP100147,Papi_S,2.0
EMP100148,Papi_S,9.0
EMP100149,Papi_S,4.0
EMP100150,Papi_S,1.0
EMP100151,Papi_S,2.0
EMP100152,Papi_S,5.0
EMP100153,Papi_S,3.0
EMP100154,Papi_S,4.0
EMP100155,Papi_S,5.0
EMP100156,Papi_S,9.0
EMP100157,Papi_S,5.0
EMP100158,Papi_S,6.0
EMP100159,Papi_S,5.0
EMP100160,Papi_S,4.0
EMP100161,Papi_S,1.0
EMP100162,Papi_S,1.0
EMP100163,Papi_S,8.0
EMP100164,Papi_S,8.0
EMP100165,Papi_S,2.0
EMP100166,Papi_S,3.0
EMP100167,Papi_S,1.0
EMP100168,Papi_S,
EMP100169,Papi_S,8.0
EMP100170,Papi_S,1.0
EMP100171,Papi_S,4.0
EMP100172,Papi_S,7.0
EMP100173,Papi_S,2.0
EMP100174,Papi_S,2.0
EMP100175,Papi_S,6.0
EMP100176,Papi_S,2.0
EMP100177,Papi_S,9.0
EMP100178,Papi_S,5.0
EMP100179,Papi_S,6.0
EMP100180,Papi_S,3.0
EMP100181,Papi_S,
EMP100182,Papi_S,1.0
EMP100183,Papi_S,9.0
EMP100184,Papi_S,9.0
EMP100185,Papi_S,2.0
EMP100186,Papi_S,3.0
EMP100187,Papi_S,4.0
EMP100188,Papi_S,
EMP100189,Papi_S,4.0
EMP100190,Papi_S,9.0
EMP100191,Papi_S,5.0
EMP100192,Papi_S,4.0
EMP100193,Papi_S,9.0
EMP100194,Papi_S,3.0
EMP100195,Papi_S,8.0
EMP100196,Papi_S,4.0
EMP100197,Papi_S,7.0
EMP100198,Papi_S,7.0
EMP100199,Papi_S,6.0
EMP100200,Papi_S,3.0
EMP100201,Papi_S,9.0
EMP100202,Papi_S,8.0
EMP100203,Papi_S,8.0
EMP100204,Papi_S,5.0
EMP100205,Papi_S,4.0
EMP100206,Papi_S,4.0
EMP100207,Papi_S,7.0
EMP100208,Papi_S,4.0
EMP100209,Papi_S,9.0
EMP100210,Papi_S,2.0
EMP100211,Papi_S,
EMP100212,Papi_S,2.0
EMP100213,Papi_S,3.0
EMP100214,Papi_S,7.0
EMP100215,Papi_S,5.0
EMP100216,Papi_S,
EMP100217,Papi_S,2.0
EMP100218,Papi_S,3.0
EMP100219,Papi_S,6.0
EMP100220,Papi_S,2.0
EMP100221,Papi_S,7.0
EMP100222,Papi_S,8.0
EMP100223,Papi_S,8.0
EMP100224,Papi_S,6.0
EMP100225,Papi_S,9.0
EMP100226,Papi_S,3.0
EMP100227,Papi_S,9.0
EMP100228,Papi_S,4.0
EMP100229,Papi_S,7.0
EMP100230,Papi_S,6.0
EMP100231,Papi_S,3.0
EMP100232,Papi_S,
EMP100233,Papi_S,5.0
EMP100234,Papi_S,
EMP100235,Papi_S,8.0
EMP100236,Papi_S,1.0
EMP100237,Papi_S,4.0
EMP100238,Papi_S,6.0
EMP100239,Papi_S,4.0
EMP100240,Papi_S,9.0
EMP100241,Papi_S,3.0
EMP100242,Papi_S,4.0
EMP100243,Papi_S,6.0
EMP100244,Papi_S,1.0
EMP100245,Papi_S,3.0
EMP100246,Papi_S,5.0
EMP100247,Papi_S,8.0
EMP100248,Papi_S,4.0
EMP100249,Papi_S,5.0
EMP100250,Papi_S,9.0
EMP100251,Papi_S,5.0
EMP100252,Papi_S,6.0
EMP100253,Papi_S,1.0
EMP100254,Papi_S,1.0
EMP100255,Papi_S,9.0
EMP100256,Papi_S,5.0
EMP100257,Papi_S,5.0
EMP100258,Papi_S,7.0
EMP100259,Papi_S,
EMP100260,Papi_S,8.0
EMP100261,Papi_S,7.0
EMP100262,Papi_S,1.0
EMP100263,Papi_S,1.0
EMP100264,Papi_S,6.0
EMP100265,Papi_S,2.0
EMP100266,Papi_S,8.0
EMP100267,Papi_S,6.0
EMP100268,Papi_S,5.0
EMP100269,Papi_S,7.0
EMP100270,Papi_S,8.0
EMP100271,Papi_S,8.0
EMP100272,Papi_S,1.0
EMP100273,Papi_S,6.0
EMP100274,Papi_S,6.0
EMP100275,Papi_S,6.0
EMP100276,Papi_S,5.0
EMP100277,Papi_S,9.0
EMP100278,Papi_S,6.0
EMP100279,Papi_S,7.0
EMP100280,Papi_S,8.0
EMP100281,Papi_S,8.0
EMP100282,Papi_S,3.0
EMP100283,Papi_S,6.0
EMP100284,Papi_S,
EMP100285,Papi_S,9.0
EMP100286,Papi_S,2.0
EMP100287,Papi_S,4.0
EMP100288,Papi_S,4.0
EMP100289,Papi_S,2.0
EMP100290,Papi_S,6.0
EMP100291,Papi_S,9.0
EMP100292,Papi_S,9.0
EMP100293,Papi_S,9.0
EMP100294,Papi_S,4.0
EMP100295,Papi_S,8.0
EMP100296,Papi_S,3.0
EMP100297,Papi_S,1.0
EMP100298,Papi_S,6.0
EMP100299,Papi_S,
EMP100300,Papi_S,9.0
EMP100301,Papi_S,2.0
EMP100302,Papi_S,8.0
EMP100303,Papi_S,7.0
EMP100304,Papi_S,1.0
EMP100305,Papi_S,
EMP100306,Papi_S,8.0
EMP100307,Papi_S,1.0
EMP100308,Papi_S,3.0
EMP100309,Papi_S,2.0
EMP100310,Papi_S,5.0
EMP100311,Papi_S,1.0
EMP100312,Papi_S,8.0
EMP100313,Papi_S,8.0
EMP100314,Papi_S,4.0
EMP100315,Papi_S,8.0
EMP100316,Papi_S,
EMP100317,Papi_S,3.0
EMP100318,Papi_S,3.0
EMP100319,Papi_S,1.0
EMP100320,Papi_S,4.0
EMP100321,Papi_S,7.0
EMP100322,Papi_S,2.0
EMP100323,Papi_S,7.0
EMP100324,Papi_S,8.0
EMP100325,Papi_S,8.0
EMP100326,Papi_S,4.0
EMP100327,Papi_S,2.0
EMP100328,Papi_S,7.0
EMP100329,Papi_S,5.0
EMP100330,Papi_S,2.0
EMP100331,Papi_S,
EMP100332,Papi_S,
EMP100333,Papi_S,4.0
EMP100334,Papi_S,1.0
EMP100335,Papi_S,8.0
EMP100336,Papi_S,1.0
EMP100337,Papi_S,
EMP100338,Papi_S,9.0
EMP100339,Papi_S,5.0
EMP100340,Papi_S,5.0
EMP100341,Papi_S,5.0
EMP100342,Papi_S,3.0
EMP100343,Papi_S,1.0
EMP100344,Papi_S,9.0
EMP100345,Papi_S,4.0
EMP100346,Papi_S,1.0
EMP100347,Papi_S,
EMP100348,Papi_S,7.0
EMP100349,Papi_S,4.0
EMP100350,Papi_S,8.0
EMP100351,Papi_S,3.0
EMP100352,Papi_S,4.0
EMP100353,Papi_S,1.0
EMP100354,Papi_S,2.0
EMP100355,Papi_S,3.0
EMP100356,Papi_S,2.0
EMP100357,Papi_S,6.0
EMP100358,Papi_S,8.0
EMP100359,Papi_S,6.0
EMP100360,Papi_S,1.0
EMP100361,Papi_S,
EMP100362,Papi_S,1.0
EMP100363,Papi_S,7.0
EMP100364,Papi_S,6.0
EMP100365,Papi_S,6.0
EMP100366,Papi_S,8.0
EMP100367,Papi_S,3.0
EMP100368,Papi_S,6.0
EMP100369,Papi_S,2.0
EMP100370,Papi_S,1.0
EMP100371,Papi_S,3.0
EMP100372,Papi_S,
EMP100373,Papi_S,9.0
EMP100374,Papi_S,4.0
EMP100375,Papi_S,2.0
EMP100376,Papi_S,6.0
EMP100377,Papi_S,5.0
EMP100378,Papi_S,
EMP100379,Papi_S,7.0
EMP100380,Papi_S,1.0
EMP100381,Papi_S,8.0
EMP100382,Papi_S,3.0
EMP100383,Papi_S,6.0
EMP100384,Papi_S,
EMP100385,Papi_S,
EMP100386,Papi_S,1.0
EMP100387,Papi_S,8.0
EMP100388,Papi_S,3.0
EMP100389,Papi_S,1.0
EMP100390,Papi_S,
EMP100391,Papi_S,4.0
EMP100392,Papi_S,7.0
EMP100393,Papi_S,8.0
EMP100394,Papi_S,2.0
EMP100395,Papi_S,5.0
EMP100396,Papi_S,4.0
EMP100397,Papi_S,9.0
EMP100398,Papi_S,3.0
EMP100399,Papi_S,9.0
EMP100400,Papi_S,3.0
EMP100401,Papi_S,5.0
EMP100402,Papi_S,9.0
EMP100403,Papi_S,
EMP100404,Papi_S,5.0
EMP100405,Papi_S,1.0
EMP100406,Papi_S,4.0
EMP100407,Papi_S,1.0
EMP100408,Papi_S,9.0
EMP100409,Papi_S,4.0
EMP100410,Papi_S,8.0
EMP100411,Papi_S,5.0
EMP100412,Papi_S,3.0
EMP100413,Papi_S,8.0
EMP100414,Papi_S,9.0
EMP100415,Papi_S,2.0
EMP100416,Papi_S,9.0
EMP100417,Papi_S,
EMP100418,Papi_S,2.0
EMP100419,Papi_S,4.0
EMP100420,Papi_S,5.0
EMP100421,Papi_S,3.0
EMP100422,Papi_S,5.0
EMP100423,Papi_S,2.0
EMP100424,Papi_S,1.0
EMP100425,Papi_S,
EMP100426,Papi_S,8.0
EMP100427,Papi_S,4.0
EMP100428,Papi_S,9.0
EMP100429,Papi_S,3.0
EMP100430,Papi_S,6.0
EMP100431,Papi_S,1.0
EMP100432,Papi_S,7.0
EMP100433,Papi_S,6.0
EMP100434,Papi_S,6.0
EMP100435,Papi_S,
EMP100436,Papi_S,1.0
EMP100437,Papi_S,3.0
EMP100438,Papi_S,9.0
EMP100439,Papi_S,5.0
EMP100440,Papi_S,8.0
EMP100441,Papi_S,2.0
EMP100442,Papi_S,3.0
EMP100443,Papi_S,4.0
EMP100444,Papi_S,4.0
EMP100445,Papi_S,
EMP100446,Papi_S,8.0
EMP100447,Papi_S,8.0
EMP100448,Papi_S,6.0
EMP100449,Papi_S,6.0
EMP100450,Papi_S,3.0
EMP100451,Papi_S,
EMP100452,Papi_S,5.0
EMP100453,Papi_S,7.0
EMP100454,Papi_S,7.0
EMP100455,Papi_S,4.0
EMP100456,Papi_S,9.0
EMP100457,Papi_S,1.0
EMP100458,Papi_S,2.0
EMP100459,Papi_S,9.0
EMP100460,Papi_S,1.0
EMP100461,Papi_S,1.0
EMP100462,Papi_S,3.0
EMP100463,Papi_S,4.0
EMP100464,Papi_S,6.0
EMP100465,Papi_S,2.0
EMP100466,Papi_S,4.0
EMP100467,Papi_S,9.0
EMP100468,Papi_S,4.0
EMP100469,Papi_S,4.0
EMP100470,Papi_S,
EMP100471,Papi_S,4.0
EMP100472,Papi_S,8.0
EMP100473,Papi_S,3.0
EMP100474,Papi_S,4.0
EMP100475,Papi_S,1.0
